Posizionamento_Disciplina,Squadra,Punti,anno,disciplina,PtTotaliOlimpiade,Posizionamento_Olimpiade
91,EGBERTO,6,2024,Tiro con l'Arco,320,41
92,IMELDA,6,2024,Tiro con l'Arco,281,70
93,DON CARLOS,6,2024,Tiro con l'Arco,359,23
94,BARDOLFO,6,2024,Tiro con l'Arco,290,65
95,ODABELLA,6,2024,Tiro con l'Arco,295,61
96,ELISABETTA DI VALOIS,6,2024,Tiro con l'Arco,311,49
1,EZIO,30,2024,Tris Soccer,434,4
2,GERMONT,25,2024,Tris Soccer,352,27
3,RODRIGO,21,2024,Tris Soccer,319,42
4,FORD,18,2024,Tris Soccer,362,21
5,LINA,16,2024,Tris Soccer,370,19
6,AROLDO,16,2024,Tris Soccer,292,64
7,ZACCARIA,16,2024,Tris Soccer,391,14
8,BARDOLFO,16,2024,Tris Soccer,290,65
9,GASTONE,14,2024,Tris Soccer,355,25
10,FALSTAFF,14,2024,Tris Soccer,316,45
11,GUSMANO,14,2024,Tris Soccer,284,68
12,ABDALLO,14,2024,Tris Soccer,273,79
13,ALZIRA,14,2024,Tris Soccer,288,67
14,GULNARA,14,2024,Tris Soccer,344,29
15,EGBERTO,14,2024,Tris Soccer,320,41
16,MACBETH,14,2024,Tris Soccer,366,20
17,ARRIGO,12,2024,Tris Soccer,300,54
18,GISELDA,12,2024,Tris Soccer,413,10
19,AMNERIS,12,2024,Tris Soccer,294,62
20,MACDUFF,12,2024,Tris Soccer,335,35
21,SELIMO,12,2024,Tris Soccer,276,78
22,CONTE DI VAUDEMONT,12,2024,Tris Soccer,431,5
23,OTELLO,12,2024,Tris Soccer,426,7
24,STIFFELIO,12,2024,Tris Soccer,312,48
25,SEID,12,2024,Tris Soccer,279,74
26,ARVINO,12,2024,Tris Soccer,419,8
27,DUNCANO,12,2024,Tris Soccer,399,12
28,RUY GOMEZ,12,2024,Tris Soccer,249,91
29,ULRICA,12,2024,Tris Soccer,372,18
30,OVANDO,12,2024,Tris Soccer,309,51
31,DON CARLOS,12,2024,Tris Soccer,359,23
32,LIDA,12,2024,Tris Soccer,321,40
33,DESDEMONA,10,2024,Tris Soccer,310,50
34,FENTON,10,2024,Tris Soccer,281,71
35,EMILIA,10,2024,Tris Soccer,251,90
36,ATALIBA,10,2024,Tris Soccer,261,84
37,AZUCENA,10,2024,Tris Soccer,340,31
38,PAGANO,10,2024,Tris Soccer,396,13
39,ERNANI,10,2024,Tris Soccer,273,80
40,BARBAROSSA,10,2024,Tris Soccer,314,47
41,VIOLETTA,10,2024,Tris Soccer,335,34
42,RE CARLO,10,2024,Tris Soccer,278,75
43,ULDINO,10,2024,Tris Soccer,338,33
44,MALCOLM,10,2024,Tris Soccer,333,37
45,RIGOLETTO,10,2024,Tris Soccer,295,60
46,CORRADO,10,2024,Tris Soccer,362,22
47,CONTE RICCARDO,10,2024,Tris Soccer,279,73
48,ATTILA,10,2024,Tris Soccer,277,77
49,FILIPPO II,8,2024,Tris Soccer,353,26
50,LUISA MILLER,8,2024,Tris Soccer,296,58
51,DON RICCARDO,8,2024,Tris Soccer,299,56
52,ROLANDO,8,2024,Tris Soccer,316,44
53,RAMFIS,8,2024,Tris Soccer,379,17
54,IAGO,8,2024,Tris Soccer,483,2
55,WURM,8,2024,Tris Soccer,294,63
56,FORESTO,8,2024,Tris Soccer,271,81
57,BRIANO,8,2024,Tris Soccer,222,96
58,BANCO,8,2024,Tris Soccer,246,92
59,OSCAR,8,2024,Tris Soccer,255,87
60,NABUCODONOSOR,8,2024,Tris Soccer,329,38
61,GILDA,8,2024,Tris Soccer,303,53
62,AIDA,8,2024,Tris Soccer,307,52
63,AMONASRO,8,2024,Tris Soccer,239,93
64,PIRRO,8,2024,Tris Soccer,259,86
65,AMELIA,8,2024,Tris Soccer,321,39
66,NINETTA,8,2024,Tris Soccer,252,89
67,DUCA DI MANTOVA,8,2024,Tris Soccer,297,57
68,BORSA,8,2024,Tris Soccer,300,55
69,IMELDA,8,2024,Tris Soccer,281,70
70,ODABELLA,8,2024,Tris Soccer,295,61
71,ISMAELE,8,2024,Tris Soccer,268,82
72,ZAMORO,8,2024,Tris Soccer,409,11
73,VICLINDA,6,2024,Tris Soccer,280,72
74,RENATO,6,2024,Tris Soccer,278,76
75,RAFFAELE,6,2024,Tris Soccer,236,94
76,MANRICO,6,2024,Tris Soccer,253,88
77,ALICE,6,2024,Tris Soccer,358,24
78,ELENA,6,2024,Tris Soccer,334,36
79,CONTE DI WALTER,6,2024,Tris Soccer,344,28
80,STANKAR,6,2024,Tris Soccer,317,43
81,ABIGAILLE,6,2024,Tris Soccer,428,6
82,CASSIO,6,2024,Tris Soccer,379,16
83,MARCOVALDO,6,2024,Tris Soccer,450,3
84,CONTE DI LUNA,6,2024,Tris Soccer,390,15
85,GODVINO,6,2024,Tris Soccer,295,59
86,RODOLFO,6,2024,Tris Soccer,289,66
87,GUY DE MONTFORT,6,2024,Tris Soccer,340,32
88,FLORA,6,2024,Tris Soccer,234,95
89,FEDERICA,6,2024,Tris Soccer,268,83
90,TEBALDO,6,2024,Tris Soccer,260,85
91,MINA,6,2024,Tris Soccer,342,30
92,RADAMÈS,6,2024,Tris Soccer,282,69
93,SPARAFUCILE,6,2024,Tris Soccer,418,9
94,ALFREDO,6,2024,Tris Soccer,500,1
95,LEONORA,6,2024,Tris Soccer,314,46
96,ELISABETTA DI VALOIS,6,2024,Tris Soccer,311,49
1,ALFREDO,30,2024,We Golf,500,1
2,ABIGAILLE,25,2024,We Golf,428,6
3,AZUCENA,21,2024,We Golf,340,31
4,RIGOLETTO,18,2024,We Golf,295,60
5,RAMFIS,16,2024,We Golf,379,17
6,CONTE DI WALTER,16,2024,We Golf,344,28
7,FORD,16,2024,We Golf,362,21
8,ZAMORO,16,2024,We Golf,409,11
9,GASTONE,14,2024,We Golf,355,25
10,PAGANO,14,2024,We Golf,396,13
11,ALICE,14,2024,We Golf,358,24
12,NABUCODONOSOR,14,2024,We Golf,329,38
13,TEBALDO,14,2024,We Golf,260,85
14,DUNCANO,14,2024,We Golf,399,12
15,AMELIA,14,2024,We Golf,321,39
16,ZACCARIA,14,2024,We Golf,391,14
17,DESDEMONA,12,2024,We Golf,310,50
18,MANRICO,12,2024,We Golf,253,88
19,ARRIGO,12,2024,We Golf,300,54
20,ROLANDO,12,2024,We Golf,316,44
21,IAGO,12,2024,We Golf,483,2
22,BARBAROSSA,12,2024,We Golf,314,47
23,STANKAR,12,2024,We Golf,317,43
24,SELIMO,12,2024,We Golf,276,78
25,ULDINO,12,2024,We Golf,338,33
26,OTELLO,12,2024,We Golf,426,7
27,OSCAR,12,2024,We Golf,255,87
28,ARVINO,12,2024,We Golf,419,8
29,CORRADO,12,2024,We Golf,362,22
30,SPARAFUCILE,12,2024,We Golf,418,9
31,DUCA DI MANTOVA,12,2024,We Golf,297,57
32,BORSA,12,2024,We Golf,300,55
33,GERMONT,10,2024,We Golf,352,27
34,VICLINDA,10,2024,We Golf,280,72
35,RENATO,10,2024,We Golf,278,76
36,RAFFAELE,10,2024,We Golf,236,94
37,DON RICCARDO,10,2024,We Golf,299,56
38,GISELDA,10,2024,We Golf,413,10
39,FALSTAFF,10,2024,We Golf,316,45
40,ERNANI,10,2024,We Golf,273,80
41,MARCOVALDO,10,2024,We Golf,450,3
42,LINA,10,2024,We Golf,370,19
43,AIDA,10,2024,We Golf,307,52
44,AMONASRO,10,2024,We Golf,239,93
45,ALZIRA,10,2024,We Golf,288,67
46,ULRICA,10,2024,We Golf,372,18
47,OVANDO,10,2024,We Golf,309,51
48,IMELDA,10,2024,We Golf,281,70
49,FENTON,8,2024,We Golf,281,71
50,LUISA MILLER,8,2024,We Golf,296,58
51,AMNERIS,8,2024,We Golf,294,62
52,WURM,8,2024,We Golf,294,63
53,GUSMANO,8,2024,We Golf,284,68
54,FORESTO,8,2024,We Golf,271,81
55,VIOLETTA,8,2024,We Golf,335,34
56,CASSIO,8,2024,We Golf,379,16
57,RE CARLO,8,2024,We Golf,278,75
58,BRIANO,8,2024,We Golf,222,96
59,CONTE DI VAUDEMONT,8,2024,We Golf,431,5
60,EZIO,8,2024,We Golf,434,4
61,ABDALLO,8,2024,We Golf,273,79
62,GUY DE MONTFORT,8,2024,We Golf,340,32
63,GILDA,8,2024,We Golf,303,53
64,MALCOLM,8,2024,We Golf,333,37
65,RUY GOMEZ,8,2024,We Golf,249,91
66,RADAMÈS,8,2024,We Golf,282,69
67,EGBERTO,8,2024,We Golf,320,41
68,LEONORA,8,2024,We Golf,314,46
69,MACBETH,8,2024,We Golf,366,20
70,LIDA,8,2024,We Golf,321,40
71,ODABELLA,8,2024,We Golf,295,61
72,ELISABETTA DI VALOIS,8,2024,We Golf,311,49
73,EMILIA,6,2024,We Golf,251,90
74,ATALIBA,6,2024,We Golf,261,84
75,FILIPPO II,6,2024,We Golf,353,26
76,RODRIGO,6,2024,We Golf,319,42
77,ELENA,6,2024,We Golf,334,36
78,MACDUFF,6,2024,We Golf,335,35
79,CONTE DI LUNA,6,2024,We Golf,390,15
80,GODVINO,6,2024,We Golf,295,59
81,BANCO,6,2024,We Golf,246,92
82,RODOLFO,6,2024,We Golf,289,66
83,FLORA,6,2024,We Golf,234,95
84,FEDERICA,6,2024,We Golf,268,83
85,STIFFELIO,6,2024,We Golf,312,48
86,SEID,6,2024,We Golf,279,74
87,PIRRO,6,2024,We Golf,259,86
88,NINETTA,6,2024,We Golf,252,89
89,MINA,6,2024,We Golf,342,30
90,GULNARA,6,2024,We Golf,344,29
91,AROLDO,6,2024,We Golf,292,64
92,CONTE RICCARDO,6,2024,We Golf,279,73
93,DON CARLOS,6,2024,We Golf,359,23
94,BARDOLFO,6,2024,We Golf,290,65
95,ATTILA,6,2024,We Golf,277,77
96,ISMAELE,6,2024,We Golf,268,82
0,EZIO,30,2023,Basket Connect 4,381,7
0,PAGANO,25,2023,Basket Connect 4,327,30
0,MACBETH,21,2023,Basket Connect 4,338,26
0,DUNCANO,18,2023,Basket Connect 4,343,24
0,ARVINO,16,2023,Basket Connect 4,468,1
0,RENATO,16,2023,Basket Connect 4,418,5
0,ULRICA,16,2023,Basket Connect 4,339,25
0,EGBERTO,16,2023,Basket Connect 4,289,48
0,DON CARLOS,14,2023,Basket Connect 4,378,8
0,SPARAFUCILE,14,2023,Basket Connect 4,363,13
0,GUY DE MONTFORT,14,2023,Basket Connect 4,311,35
0,STIFFELIO,14,2023,Basket Connect 4,297,42
0,ZACCARIA,14,2023,Basket Connect 4,289,49
0,NABUCODONOSOR,14,2023,Basket Connect 4,277,58
0,ELVIRA,14,2023,Basket Connect 4,269,65
0,LUCREZIA,14,2023,Basket Connect 4,257,73
0,OTELLO,12,2023,Basket Connect 4,440,3
0,ALFREDO,12,2023,Basket Connect 4,436,4
0,RAMFIS,12,2023,Basket Connect 4,414,6
0,CASSIO,12,2023,Basket Connect 4,350,18
0,ELENA,12,2023,Basket Connect 4,334,28
0,DON ALVARO,12,2023,Basket Connect 4,326,31
0,LUISA MILLER,12,2023,Basket Connect 4,316,33
0,ODABELLA,12,2023,Basket Connect 4,311,34
0,AROLDO,12,2023,Basket Connect 4,295,44
0,ERNANI,12,2023,Basket Connect 4,289,47
0,GODVINO,12,2023,Basket Connect 4,282,53
0,BARBARIGO,12,2023,Basket Connect 4,281,55
0,PREZIOSILLA,12,2023,Basket Connect 4,277,59
0,PROCIDA,12,2023,Basket Connect 4,273,62
0,LEONORA,12,2023,Basket Connect 4,269,64
0,STANKAR,12,2023,Basket Connect 4,243,81
0,MALCOLM,10,2023,Basket Connect 4,373,10
0,ZAMORO,10,2023,Basket Connect 4,366,11
0,AZUCENA,10,2023,Basket Connect 4,353,16
0,VIOLETTA,10,2023,Basket Connect 4,319,32
0,RODOLFO,10,2023,Basket Connect 4,307,38
0,BARBAROSSA,10,2023,Basket Connect 4,301,40
0,MACDUFF,10,2023,Basket Connect 4,292,46
0,ALZIRA,10,2023,Basket Connect 4,281,54
0,FALSTAFF,10,2023,Basket Connect 4,275,60
0,ABDALLO,10,2023,Basket Connect 4,261,72
0,ROLANDO,10,2023,Basket Connect 4,247,79
0,FRA MELITONE,10,2023,Basket Connect 4,232,85
0,IAGO,8,2023,Basket Connect 4,441,2
0,ULDINO,8,2023,Basket Connect 4,365,12
0,ABIGAILLE,8,2023,Basket Connect 4,357,15
0,FILIPPO II,8,2023,Basket Connect 4,350,17
0,CONTE DI WALTER,8,2023,Basket Connect 4,349,19
0,ATTILA,8,2023,Basket Connect 4,348,20
0,GULNÀRA,8,2023,Basket Connect 4,308,37
0,AMELIA,8,2023,Basket Connect 4,304,39
0,GUSMANO,8,2023,Basket Connect 4,300,41
0,AIDA,8,2023,Basket Connect 4,295,43
0,RODRIGO,8,2023,Basket Connect 4,282,51
0,RADAMES,8,2023,Basket Connect 4,280,56
0,ELISABETTA DI VALOIS,8,2023,Basket Connect 4,274,61
0,ARRIGO,8,2023,Basket Connect 4,271,63
0,WURM,8,2023,Basket Connect 4,268,66
0,CALATRAVA,8,2023,Basket Connect 4,263,69
0,LINA,8,2023,Basket Connect 4,255,75
0,VICLINDA,8,2023,Basket Connect 4,255,76
0,FRANCESCO FOSCARI,8,2023,Basket Connect 4,251,77
0,FENTON,8,2023,Basket Connect 4,250,78
0,AMNERIS,8,2023,Basket Connect 4,233,83
0,GASTONE,8,2023,Basket Connect 4,220,86
0,MARCOVALDO,6,2023,Basket Connect 4,376,9
0,CORRADO,6,2023,Basket Connect 4,359,14
0,MINA,6,2023,Basket Connect 4,348,21
0,CONTE DI LUNA,6,2023,Basket Connect 4,348,22
0,GISELDA,6,2023,Basket Connect 4,344,23
0,FORD,6,2023,Basket Connect 4,336,27
0,ALICE,6,2023,Basket Connect 4,333,29
0,RIGOLETTO,6,2023,Basket Connect 4,309,36
0,SEID,6,2023,Basket Connect 4,294,45
0,DESDEMONA,6,2023,Basket Connect 4,287,50
0,RE CARLO,6,2023,Basket Connect 4,282,52
0,GERMONT,6,2023,Basket Connect 4,279,57
0,DUCA DI MANTOVA,6,2023,Basket Connect 4,267,67
0,LIDA,6,2023,Basket Connect 4,264,68
0,GILDA,6,2023,Basket Connect 4,262,70
0,ATALIBA,6,2023,Basket Connect 4,261,71
0,MEDORA,6,2023,Basket Connect 4,256,74
0,MANRICO,6,2023,Basket Connect 4,245,80
0,RUY GOMEZ,6,2023,Basket Connect 4,242,82
0,CONTE RICCARDO,6,2023,Basket Connect 4,232,84
0,RAFFAELE,6,2023,Basket Connect 4,212,87
0,PISANA,6,2023,Basket Connect 4,192,88
0,AMELIA,30,2023,Biglie,304,39
0,RENATO,25,2023,Biglie,418,5
0,ARVINO,21,2023,Biglie,468,1
0,DUNCANO,18,2023,Biglie,343,24
0,IAGO,17,2023,Biglie,441,2
0,WURM,16,2023,Biglie,268,66
0,EZIO,15,2023,Biglie,381,7
0,MACBETH,14,2023,Biglie,338,26
0,ATTILA,13,2023,Biglie,348,20
0,ULDINO,12,2023,Biglie,365,12
0,CORRADO,12,2023,Biglie,359,14
0,BARBARIGO,12,2023,Biglie,281,55
0,MARCOVALDO,11,2023,Biglie,376,9
0,ZAMORO,11,2023,Biglie,366,11
0,GISELDA,11,2023,Biglie,344,23
0,ALFREDO,10,2023,Biglie,436,4
0,RAMFIS,10,2023,Biglie,414,6
0,FILIPPO II,10,2023,Biglie,350,17
0,MINA,10,2023,Biglie,348,21
0,DESDEMONA,10,2023,Biglie,287,50
0,CALATRAVA,10,2023,Biglie,263,69
0,CASSIO,9,2023,Biglie,350,18
0,ALICE,9,2023,Biglie,333,29
0,SEID,9,2023,Biglie,294,45
0,ZACCARIA,9,2023,Biglie,289,49
0,GERMONT,9,2023,Biglie,279,57
0,RUY GOMEZ,9,2023,Biglie,242,82
0,FORD,8,2023,Biglie,336,27
0,PAGANO,8,2023,Biglie,327,30
0,DON ALVARO,8,2023,Biglie,326,31
0,STIFFELIO,8,2023,Biglie,297,42
0,FRANCESCO FOSCARI,8,2023,Biglie,251,77
0,FRA MELITONE,8,2023,Biglie,232,85
0,OTELLO,7,2023,Biglie,440,3
0,DON CARLOS,7,2023,Biglie,378,8
0,MALCOLM,7,2023,Biglie,373,10
0,SPARAFUCILE,7,2023,Biglie,363,13
0,ABIGAILLE,7,2023,Biglie,357,15
0,AZUCENA,7,2023,Biglie,353,16
0,CONTE DI WALTER,7,2023,Biglie,349,19
0,ULRICA,7,2023,Biglie,339,25
0,VIOLETTA,7,2023,Biglie,319,32
0,LUISA MILLER,7,2023,Biglie,316,33
0,ODABELLA,7,2023,Biglie,311,34
0,GUY DE MONTFORT,7,2023,Biglie,311,35
0,RIGOLETTO,7,2023,Biglie,309,36
0,GULNÀRA,7,2023,Biglie,308,37
0,RODOLFO,7,2023,Biglie,307,38
0,BARBAROSSA,7,2023,Biglie,301,40
0,AROLDO,7,2023,Biglie,295,44
0,ERNANI,7,2023,Biglie,289,47
0,EGBERTO,7,2023,Biglie,289,48
0,RE CARLO,7,2023,Biglie,282,52
0,GODVINO,7,2023,Biglie,282,53
0,RADAMES,7,2023,Biglie,280,56
0,FALSTAFF,7,2023,Biglie,275,60
0,ELVIRA,7,2023,Biglie,269,65
0,DUCA DI MANTOVA,7,2023,Biglie,267,67
0,ATALIBA,7,2023,Biglie,261,71
0,LINA,7,2023,Biglie,255,75
0,VICLINDA,7,2023,Biglie,255,76
0,STANKAR,7,2023,Biglie,243,81
0,AMNERIS,7,2023,Biglie,233,83
0,GASTONE,7,2023,Biglie,220,86
0,RAFFAELE,7,2023,Biglie,212,87
0,PISANA,7,2023,Biglie,192,88
0,CONTE DI LUNA,6,2023,Biglie,348,22
0,ELENA,6,2023,Biglie,334,28
0,GUSMANO,6,2023,Biglie,300,41
0,AIDA,6,2023,Biglie,295,43
0,MACDUFF,6,2023,Biglie,292,46
0,RODRIGO,6,2023,Biglie,282,51
0,ALZIRA,6,2023,Biglie,281,54
0,NABUCODONOSOR,6,2023,Biglie,277,58
0,PREZIOSILLA,6,2023,Biglie,277,59
0,ELISABETTA DI VALOIS,6,2023,Biglie,274,61
0,PROCIDA,6,2023,Biglie,273,62
0,ARRIGO,6,2023,Biglie,271,63
0,LEONORA,6,2023,Biglie,269,64
0,LIDA,6,2023,Biglie,264,68
0,GILDA,6,2023,Biglie,262,70
0,ABDALLO,6,2023,Biglie,261,72
0,LUCREZIA,6,2023,Biglie,257,73
0,MEDORA,6,2023,Biglie,256,74
0,FENTON,6,2023,Biglie,250,78
0,ROLANDO,6,2023,Biglie,247,79
0,MANRICO,6,2023,Biglie,245,80
0,CONTE RICCARDO,6,2023,Biglie,232,84
0,MARCOVALDO,30,2023,Bocce,376,9
0,ULDINO,25,2023,Bocce,365,12
0,CORRADO,21,2023,Bocce,359,14
0,ALFREDO,18,2023,Bocce,436,4
0,ULRICA,16,2023,Bocce,339,25
0,PAGANO,16,2023,Bocce,327,30
0,BARBAROSSA,16,2023,Bocce,301,40
0,ERNANI,16,2023,Bocce,289,47
0,MALCOLM,14,2023,Bocce,373,10
0,ABIGAILLE,14,2023,Bocce,357,15
0,FILIPPO II,14,2023,Bocce,350,17
0,DON ALVARO,14,2023,Bocce,326,31
0,VIOLETTA,14,2023,Bocce,319,32
0,GULNÀRA,14,2023,Bocce,308,37
0,ARRIGO,14,2023,Bocce,271,63
0,WURM,14,2023,Bocce,268,66
0,ARVINO,12,2023,Bocce,468,1
0,IAGO,12,2023,Bocce,441,2
0,EZIO,12,2023,Bocce,381,7
0,CASSIO,12,2023,Bocce,350,18
0,CONTE DI WALTER,12,2023,Bocce,349,19
0,ATTILA,12,2023,Bocce,348,20
0,DUNCANO,12,2023,Bocce,343,24
0,FORD,12,2023,Bocce,336,27
0,RODOLFO,12,2023,Bocce,307,38
0,GUSMANO,12,2023,Bocce,300,41
0,AIDA,12,2023,Bocce,295,43
0,SEID,12,2023,Bocce,294,45
0,RODRIGO,12,2023,Bocce,282,51
0,RADAMES,12,2023,Bocce,280,56
0,LUCREZIA,12,2023,Bocce,257,73
0,FRANCESCO FOSCARI,12,2023,Bocce,251,77
0,RENATO,10,2023,Bocce,418,5
0,DON CARLOS,10,2023,Bocce,378,8
0,ZAMORO,10,2023,Bocce,366,11
0,ODABELLA,10,2023,Bocce,311,34
0,AMELIA,10,2023,Bocce,304,39
0,PROCIDA,10,2023,Bocce,273,62
0,LIDA,10,2023,Bocce,264,68
0,MEDORA,10,2023,Bocce,256,74
0,LINA,10,2023,Bocce,255,75
0,FRA MELITONE,10,2023,Bocce,232,85
0,GASTONE,10,2023,Bocce,220,86
0,PISANA,10,2023,Bocce,192,88
0,OTELLO,8,2023,Bocce,440,3
0,MINA,8,2023,Bocce,348,21
0,MACBETH,8,2023,Bocce,338,26
0,ALICE,8,2023,Bocce,333,29
0,LUISA MILLER,8,2023,Bocce,316,33
0,RIGOLETTO,8,2023,Bocce,309,36
0,STIFFELIO,8,2023,Bocce,297,42
0,AROLDO,8,2023,Bocce,295,44
0,MACDUFF,8,2023,Bocce,292,46
0,EGBERTO,8,2023,Bocce,289,48
0,ZACCARIA,8,2023,Bocce,289,49
0,RE CARLO,8,2023,Bocce,282,52
0,GERMONT,8,2023,Bocce,279,57
0,NABUCODONOSOR,8,2023,Bocce,277,58
0,FALSTAFF,8,2023,Bocce,275,60
0,LEONORA,8,2023,Bocce,269,64
0,GILDA,8,2023,Bocce,262,70
0,ATALIBA,8,2023,Bocce,261,71
0,ABDALLO,8,2023,Bocce,261,72
0,VICLINDA,8,2023,Bocce,255,76
0,MANRICO,8,2023,Bocce,245,80
0,CONTE RICCARDO,8,2023,Bocce,232,84
0,RAMFIS,6,2023,Bocce,414,6
0,SPARAFUCILE,6,2023,Bocce,363,13
0,AZUCENA,6,2023,Bocce,353,16
0,CONTE DI LUNA,6,2023,Bocce,348,22
0,GISELDA,6,2023,Bocce,344,23
0,ELENA,6,2023,Bocce,334,28
0,GUY DE MONTFORT,6,2023,Bocce,311,35
0,DESDEMONA,6,2023,Bocce,287,50
0,GODVINO,6,2023,Bocce,282,53
0,ALZIRA,6,2023,Bocce,281,54
0,BARBARIGO,6,2023,Bocce,281,55
0,PREZIOSILLA,6,2023,Bocce,277,59
0,ELISABETTA DI VALOIS,6,2023,Bocce,274,61
0,ELVIRA,6,2023,Bocce,269,65
0,DUCA DI MANTOVA,6,2023,Bocce,267,67
0,CALATRAVA,6,2023,Bocce,263,69
0,FENTON,6,2023,Bocce,250,78
0,ROLANDO,6,2023,Bocce,247,79
0,STANKAR,6,2023,Bocce,243,81
0,RUY GOMEZ,6,2023,Bocce,242,82
0,AMNERIS,6,2023,Bocce,233,83
0,RAFFAELE,6,2023,Bocce,212,87
0,ATTILA,30,2023,Briscola,348,20
0,EGBERTO,25,2023,Briscola,289,48
0,MINA,21,2023,Briscola,348,21
0,RADAMES,18,2023,Briscola,280,56
0,EZIO,16,2023,Briscola,381,7
0,ABIGAILLE,16,2023,Briscola,357,15
0,VICLINDA,16,2023,Briscola,255,76
0,ROLANDO,16,2023,Briscola,247,79
0,IAGO,14,2023,Briscola,441,2
0,OTELLO,14,2023,Briscola,440,3
0,MARCOVALDO,14,2023,Briscola,376,9
0,GISELDA,14,2023,Briscola,344,23
0,DUNCANO,14,2023,Briscola,343,24
0,MACBETH,14,2023,Briscola,338,26
0,GUSMANO,14,2023,Briscola,300,41
0,ELVIRA,14,2023,Briscola,269,65
0,ARVINO,12,2023,Briscola,468,1
0,ALFREDO,12,2023,Briscola,436,4
0,RENATO,12,2023,Briscola,418,5
0,ZAMORO,12,2023,Briscola,366,11
0,PAGANO,12,2023,Briscola,327,30
0,ODABELLA,12,2023,Briscola,311,34
0,RODOLFO,12,2023,Briscola,307,38
0,BARBAROSSA,12,2023,Briscola,301,40
0,MACDUFF,12,2023,Briscola,292,46
0,GODVINO,12,2023,Briscola,282,53
0,NABUCODONOSOR,12,2023,Briscola,277,58
0,FALSTAFF,12,2023,Briscola,275,60
0,ELISABETTA DI VALOIS,12,2023,Briscola,274,61
0,WURM,12,2023,Briscola,268,66
0,GASTONE,12,2023,Briscola,220,86
0,RAFFAELE,12,2023,Briscola,212,87
0,ULDINO,10,2023,Briscola,365,12
0,FILIPPO II,10,2023,Briscola,350,17
0,FORD,10,2023,Briscola,336,27
0,VIOLETTA,10,2023,Briscola,319,32
0,RIGOLETTO,10,2023,Briscola,309,36
0,GULNÀRA,10,2023,Briscola,308,37
0,RODRIGO,10,2023,Briscola,282,51
0,ATALIBA,10,2023,Briscola,261,71
0,ABDALLO,10,2023,Briscola,261,72
0,LINA,10,2023,Briscola,255,75
0,MANRICO,10,2023,Briscola,245,80
0,CONTE RICCARDO,10,2023,Briscola,232,84
0,RAMFIS,8,2023,Briscola,414,6
0,MALCOLM,8,2023,Briscola,373,10
0,SPARAFUCILE,8,2023,Briscola,363,13
0,CONTE DI WALTER,8,2023,Briscola,349,19
0,CONTE DI LUNA,8,2023,Briscola,348,22
0,ULRICA,8,2023,Briscola,339,25
0,LUISA MILLER,8,2023,Briscola,316,33
0,GUY DE MONTFORT,8,2023,Briscola,311,35
0,AIDA,8,2023,Briscola,295,43
0,AROLDO,8,2023,Briscola,295,44
0,SEID,8,2023,Briscola,294,45
0,ERNANI,8,2023,Briscola,289,47
0,DESDEMONA,8,2023,Briscola,287,50
0,RE CARLO,8,2023,Briscola,282,52
0,ALZIRA,8,2023,Briscola,281,54
0,PREZIOSILLA,8,2023,Briscola,277,59
0,PROCIDA,8,2023,Briscola,273,62
0,LEONORA,8,2023,Briscola,269,64
0,DUCA DI MANTOVA,8,2023,Briscola,267,67
0,LIDA,8,2023,Briscola,264,68
0,GILDA,8,2023,Briscola,262,70
0,STANKAR,8,2023,Briscola,243,81
0,DON CARLOS,6,2023,Briscola,378,8
0,CORRADO,6,2023,Briscola,359,14
0,AZUCENA,6,2023,Briscola,353,16
0,CASSIO,6,2023,Briscola,350,18
0,ELENA,6,2023,Briscola,334,28
0,ALICE,6,2023,Briscola,333,29
0,DON ALVARO,6,2023,Briscola,326,31
0,AMELIA,6,2023,Briscola,304,39
0,STIFFELIO,6,2023,Briscola,297,42
0,ZACCARIA,6,2023,Briscola,289,49
0,BARBARIGO,6,2023,Briscola,281,55
0,GERMONT,6,2023,Briscola,279,57
0,ARRIGO,6,2023,Briscola,271,63
0,CALATRAVA,6,2023,Briscola,263,69
0,LUCREZIA,6,2023,Briscola,257,73
0,MEDORA,6,2023,Briscola,256,74
0,FRANCESCO FOSCARI,6,2023,Briscola,251,77
0,FENTON,6,2023,Briscola,250,78
0,RUY GOMEZ,6,2023,Briscola,242,82
0,AMNERIS,6,2023,Briscola,233,83
0,FRA MELITONE,6,2023,Briscola,232,85
0,PISANA,6,2023,Briscola,192,88
0,ALZIRA,30,2023,Calciobalilla,281,54
0,RENATO,25,2023,Calciobalilla,418,5
0,ALFREDO,21,2023,Calciobalilla,436,4
0,ULRICA,18,2023,Calciobalilla,339,25
0,MALCOLM,16,2023,Calciobalilla,373,10
0,CORRADO,16,2023,Calciobalilla,359,14
0,GUSMANO,16,2023,Calciobalilla,300,41
0,DESDEMONA,16,2023,Calciobalilla,287,50
0,IAGO,14,2023,Calciobalilla,441,2
0,AZUCENA,14,2023,Calciobalilla,353,16
0,CASSIO,14,2023,Calciobalilla,350,18
0,VIOLETTA,14,2023,Calciobalilla,319,32
0,RODOLFO,14,2023,Calciobalilla,307,38
0,RE CARLO,14,2023,Calciobalilla,282,52
0,GERMONT,14,2023,Calciobalilla,279,57
0,ELVIRA,14,2023,Calciobalilla,269,65
0,RAMFIS,12,2023,Calciobalilla,414,6
0,DON CARLOS,12,2023,Calciobalilla,378,8
0,MARCOVALDO,12,2023,Calciobalilla,376,9
0,ULDINO,12,2023,Calciobalilla,365,12
